Order,Country of president,President,Location continent,Location country,Location city,Date start,Date end,Subject,Participants,Source,Link
516,Russia,Dmitry Medvedev,,Kazakhstan,,16.10.2009,,Dmitry Medvedev observed the final active phase of Cooperation 2009 special complex rapid reaction force exercises,,,http://en.kremlin.ru/events/president/trips/5758
517,Russia,Dmitry Medvedev,,Moldova,,9.10.2009,,"A trilateral meeting took place between the presidents of Russia, Armenia and Azerbaijan — Dmitry Medvedev, Serzh Sargsyan and Ilham Aliyev",,,http://en.kremlin.ru/events/president/trips/5707
518,Russia,Dmitry Medvedev,,United States of America,,23.9.2009,,"Dmitry Medvedev met with President of the China Hu Jintao in New York, where the 64th session of the UN General Assembly is underway",,,http://en.kremlin.ru/events/president/trips/5582
519,Russia,Dmitry Medvedev,,Switzerland,,21.9.2009,,Russian-Swiss talks were held as part of Dmitry Medvedev's state visit to Switzerland,,,http://en.kremlin.ru/events/president/trips/5542
520,Russia,Dmitry Medvedev,,Turkmenistan,,13.9.2009,,"Dmitry Medvedev visited the city of Turkmenbashi, where he took part in the ceremonies marking the final stage of the Silk Way Rally Dakar Series 2009 and held talks with President of Turkmenistan Gurbanguly Berdimuhamedov",,,http://en.kremlin.ru/events/president/trips/5456
521,Russia,Dmitry Medvedev,,Kazakhstan,,11.9.2009,,"A meeting took place between the presidents of Russia, Kazakhstan, Azerbaijan and Turkmenistan",,,http://en.kremlin.ru/events/president/trips/5441
522,Russia,Dmitry Medvedev,,Mongolia,,25.8.2009,,Russian-Mongolian talks were held during Dmitry Medvedev's official visit to Mongolia,,,http://en.kremlin.ru/events/president/trips/5315
523,Russia,Dmitry Medvedev,,Tajikistan,,30.7.2009,,Dmitry Medvedev met with President of Pakistan Asif Ali Zardari,,,http://en.kremlin.ru/events/president/trips/4983
524,Russia,Dmitry Medvedev,,Germany,,16.7.2009,,High-level Russian-German intergovernmental consultations took place in Munich.,,,http://en.kremlin.ru/events/president/trips/4841
525,Russia,Dmitry Medvedev,,Italy,,8.7.2009,,First working meeting of G8 leaders was held,,,http://en.kremlin.ru/events/president/trips/4758
526,Russia,Dmitry Medvedev,,Azerbaijan,,29.6.2009,,Dmitry Medvedev held talks with President of Azerbaijan Ilham Aliyev,,,http://en.kremlin.ru/events/president/trips/4899
527,Russia,Dmitry Medvedev,,Angola,,26.6.2009,,Dmitry Medvedev has made an official visit to Angola,,,http://en.kremlin.ru/events/president/trips/4897
528,Russia,Dmitry Medvedev,,Namibia,,25.6.2009,,During his official visit to Namibia President of Russia Dmitry Medvedev held talks with President of Namibia Hifikepunye Pohamba,,,http://en.kremlin.ru/events/president/trips/4896
529,Russia,Dmitry Medvedev,,Nigeria,,24.6.2009,,Russian-Nigerian talks took place in Abuja,,,http://en.kremlin.ru/events/president/trips/4892
530,Russia,Dmitry Medvedev,,Egypt,,23.6.2009,,"During his official visit to the Arab Republic of Egypt, President of Russia Dmitry Medvedev held talks with Egyptian President Hosni Mubarak",,,http://en.kremlin.ru/events/president/trips/4891
531,Russia,Dmitry Medvedev,,Netherlands,,19.6.2009,,Dmitry Medvedev arrived to the Netherlands on a two-day working visit,,,http://en.kremlin.ru/events/president/trips/4577
532,Russia,Dmitry Medvedev,,Finland,,20.4.2009,,Russian-Finnish talks have taken place in Helsinki,,,http://en.kremlin.ru/events/president/trips/4576
533,Russia,Dmitry Medvedev,,United Kingdom,,1.4.2009,,Dmitry Medvedev had a meeting with Australian Prime Minister Kevin Rudd,,,http://en.kremlin.ru/events/president/trips/5156
534,Russia,Dmitry Medvedev,,Germany,,31.3.2009,,Dmitry Medvedev and Federal Chancellor of Germany Angela Merkel met with representatives of German business circles,,,http://en.kremlin.ru/events/president/trips/4575
535,Russia,Dmitry Medvedev,,Spain,,2.3.2009,,King of Spain Juan Carlos I and Queen Sofia held an official welcome ceremony for Dmitry and Svetlana Medvedev at the El Pardo Palace,,,http://en.kremlin.ru/events/president/trips/4574
536,Russia,Dmitry Medvedev,,Italy,,1.3.2009,,President of Italy Giorgio Napolitano handed over to Dmitry Medvedev the symbolic keys to the Russian Orthodox Church Metochion in Bari,,,http://en.kremlin.ru/events/president/trips/4573
537,Russia,Dmitry Medvedev,,Uzbekistan,,22.1.2009,,Dmitry Medvedev arrived in Uzbekistan for a two-day visit,,,http://en.kremlin.ru/events/president/trips/4571
538,Russia,Dmitry Medvedev,,Kazakhstan,,19.12.2008,,Dmitry Medvedev had a meeting with President of Kazakhstan Nursultan Nazarbayev,,,http://en.kremlin.ru/events/president/trips/4570
539,Russia,Dmitry Medvedev,,India,,4.12.2008,,Dmitry Medvedev met with Prime Minister of India Manmohan Singh,,,http://en.kremlin.ru/events/president/trips/4572
540,Russia,Dmitry Medvedev,,Cuba,,28.11.2008,,Dmitry Medvedev held talks with President of the Council of State and Council of Ministers of Cuba Raul Castro,,,http://en.kremlin.ru/events/president/trips/4566
541,Russia,Dmitry Medvedev,,Venezuela,,27.11.2008,,Russian-Venezuelan talks were held in Caracas,,,http://en.kremlin.ru/events/president/trips/4567
542,Russia,Dmitry Medvedev,,Brazil,,25.11.2008,,Dmitry Medvedev on an official visit to Brazil,,,http://en.kremlin.ru/events/president/trips/4568
543,Russia,Dmitry Medvedev,,Peru,,22.11.2008,,President Dmitry Medvedev arrived in Lima for the Asia-Pacific Economic Cooperation (APEC) Leaders' Meeting,,,http://en.kremlin.ru/events/president/trips/4569
544,Russia,Dmitry Medvedev,,United States of America,,15.11.2008,,Dmitry Medvedev met with Federal Chancellor of Germany Angela Merkel,,,http://en.kremlin.ru/events/president/trips/4565
545,Russia,Dmitry Medvedev,,France,,13.11.2008,,Dmitry Medvedev took part in a meeting of the EU-Russia Industrialists' Round Table,,,http://en.kremlin.ru/events/president/trips/4564
546,Russia,Dmitry Medvedev,,Armenia,,20.10.2008,,Dmitry Medvedev arrived in Armenia on an official visit,,,http://en.kremlin.ru/events/president/trips/4563
547,Russia,Dmitry Medvedev,,Kyrgyzstan,,10.10.2008,,Dmitry Medvedev took part in the meeting of the CIS Council of Heads of State,,,http://en.kremlin.ru/events/president/trips/5434
548,Russia,Dmitry Medvedev,,Kyrgyzstan,,9.10.2008,,Dmitry Medvedev held talks with President of Kyrgyzstan Kurmanbek Bakiev in Bishkek,,,http://en.kremlin.ru/events/president/trips/4562
549,Russia,Dmitry Medvedev,,France,,8.10.2008,,Dmitry Medvedev addressed the World Policy Conference in Evian,,,http://en.kremlin.ru/events/president/trips/4561
550,Russia,Dmitry Medvedev,,Kazakhstan,,22.9.2008,,Dmitry Medvedev met with President of Kazakhstan Nursultan Nazarbayev,,,http://en.kremlin.ru/events/president/trips/4560
551,Russia,Dmitry Medvedev,,Tajikistan,,29.8.2008,,Talks have taken place between Russia and Tajikistan,,,http://en.kremlin.ru/events/president/trips/4559
552,Russia,Dmitry Medvedev,,Tajikistan,,27.8.2008,,Dmitry Medvedev has arrived in Tajikistan to take part in the Shanghai Cooperation Organisation summit,,,http://en.kremlin.ru/events/president/trips/5433
553,Russia,Dmitry Medvedev,,Japan,,6.7.2008,,Dmitry Medvedev arrived in Japan to attend the G8 summit,,,http://en.kremlin.ru/events/president/trips/4558
554,Russia,Dmitry Medvedev,,Kazakhstan,,5.7.2008,,"During a working visit to Kazakhstan the Russian President took part in activities connected with the celebration of the 10th anniversary of the republic's capital, Astana",,,http://en.kremlin.ru/events/president/trips/4557
555,Russia,Dmitry Medvedev,,Turkmenistan,,4.7.2008,,High-level Russian-Turkmenistani talks were held in Ashgabat,,,http://en.kremlin.ru/events/president/trips/4556
556,Russia,Dmitry Medvedev,,Azerbaijan,,3.7.2008,,Dmitry Medvedev held talks with President of Azerbaijan Ilham Aliyev during an official visit to Azerbaijan,,,http://en.kremlin.ru/events/president/trips/4555
557,Russia,Dmitry Medvedev,,Belarus,,22.6.2008,,Dmitry Medvedev took part in events commemorating the Day of Memory and Sorrow,,,http://en.kremlin.ru/events/president/trips/4554
558,Russia,Dmitry Medvedev,,Germany,,5.6.2008,,Dmitry Medvedev held talks with Federal Chancellor of Germany Angela Merkel,,,http://en.kremlin.ru/events/president/trips/4553
559,Russia,Dmitry Medvedev,,Chad,,23.5.2008,,Russian-Chinese high-level talks took place in Beijing,,,http://en.kremlin.ru/events/president/trips/4552
560,Russia,Dmitry Medvedev,,Kazakhstan,,22.5.2008,,Dmitry Medvedev arrived in Kazakhstan on a state visit,,,http://en.kremlin.ru/events/president/trips/4551
561,Russia,Putin,,Italy,,17.4.2008,,Vladimir Putin arrived in Italy,,,http://en.kremlin.ru/events/president/trips/45770
562,Russia,Putin,,Libya,,16.4.2008,,Vladimir Putin arrived in Libya on an official visit,,,http://en.kremlin.ru/events/president/trips/45769
563,Russia,Putin,,Romania,,3.4.2008,,President Vladimir Putin has arrived in Bucharest,,,http://en.kremlin.ru/events/president/trips/48887
564,Russia,Putin,,Bulgaria,,17.1.2008,,President Putin and Bulgarian President Georgi Parvanov officially opened the Year of Russia in Bulgaria,,,http://en.kremlin.ru/events/president/trips/45756
565,Russia,Putin,,Belarus,,14.12.2007,,The Russian-Belarusian Union State Supreme State Council has completed its session in Minsk,,,http://en.kremlin.ru/events/president/trips/48865
566,Russia,Putin,,Portugal,,26.10.2007,,President Vladimir Putin met with members of the Russia-European Union Business Cooperation Council,,,http://en.kremlin.ru/events/president/trips/48864
567,Russia,Putin,,Portugal,,25.10.2007,,"During a working visit to Portugal, President Vladimir Putin held talks with Portuguese President Anibal Cavaco Silva and Portuguese Prime Minister Jose Socrates",,,http://en.kremlin.ru/events/president/trips/45742
568,Russia,Putin,,Iran,,16.10.2007,,Vladimir Putin took part in the second Caspian Summit,,,http://en.kremlin.ru/events/president/trips/45737
569,Russia,Putin,,Germany,,15.10.2007,,President Vladimir Putin and German Chancellor Angela Merkel took part in the closing session of the Petersburg Dialogue Civic Forum,,,http://en.kremlin.ru/events/president/trips/45736
570,Russia,Putin,,Tajikistan,,6.10.2007,,The regular meeting of the Interstate Council of the Eurasian Economic Community (EurAsEC) took place in the capital of Tajikistan,,,http://en.kremlin.ru/events/president/trips/48859
571,Russia,Putin,,Tajikistan,,6.10.2007,,Vladimir Putin took part in a meeting of the Collective Security Council of the Collective Security Treaty Organisation (CSTO),,,http://en.kremlin.ru/events/president/trips/48860
572,Russia,Putin,,Tajikistan,,5.10.2007,,"Vladimir Putin met with the President of Tajikistan, Emomali Rahmon",,,http://en.kremlin.ru/events/president/trips/45733
573,Russia,Putin,,United Arab Emirates,,10.9.2007,,President Vladimir Putin visited the Treasures of the Moscow Kremlin exhibition in Abu Dhabi,,,http://en.kremlin.ru/events/president/trips/45727
574,Russia,Putin,,Australia,,7.9.2007,,During his official visit to Australia Vladimir Putin met with Australian Prime Minister John Howard,,,http://en.kremlin.ru/events/president/trips/45730
575,Russia,Putin,,Australia,,7.9.2007,,The media in countries taking part in the APEC forum have published an article by President Vladimir Putin entitled 'Russia and APEC: Towards Sustained and Stable Development in the Asia-Pacific Region',,,http://en.kremlin.ru/events/president/trips/48857
576,Russia,Putin,,Indonesia,,6.9.2007,,President Vladimir Putin has arrived in Indonesia for a state visit,,,http://en.kremlin.ru/events/president/trips/45728
577,Russia,Putin,,Guatemala,,3.7.2007,,Vladimir Putin met with the President of the International Olympic Committee Jacques Rogge,,,http://en.kremlin.ru/events/president/trips/45693
578,Russia,Putin,,United Kingdom,,2.7.2007,,President Vladimir Putin has arrived on a working visit to the United States of America,,,http://en.kremlin.ru/events/president/trips/45692
579,Russia,Putin,,Turkey,,25.6.2007,,President Vladimir Putin met with President of Turkey Ahmet Sezer,,,http://en.kremlin.ru/events/president/trips/45694
580,Russia,Putin,,Croatia,,24.6.2007,,President Vladimir Putin took part in the Balkan Energy Cooperation Summit,,,http://en.kremlin.ru/events/president/trips/45691
581,Russia,Putin,,Germany,,6.6.2007,,President Vladimir Putin and German Federal Chancellor Angela Merkel held talks before the start of the G8 summit,,,http://en.kremlin.ru/events/president/trips/45658
582,Russia,Putin,,France,,23.5.2007,,High-level Russian-Austrian talks took place,,,http://en.kremlin.ru/events/president/trips/45659
583,Russia,Putin,,Turkmenistan,,12.5.2007,,"Agreements between Russia, Turkmenistan and Kazakhstan on constructing a trans-Caspian pipeline and on developing gas transportation facilities in Central Asia will result in increased deliveries of energy supplies to European and world markets",,,http://en.kremlin.ru/events/president/trips/48845
584,Russia,Putin,,Turkmenistan,,11.5.2007,,President Vladimir Putin held talks with President of Turkmenistan Gurbanguly Berdymukhammedov,,,http://en.kremlin.ru/events/president/trips/45638
585,Russia,Putin,,Kazakhstan,,10.5.2007,,The President of Russia made an official visit to Kazakhstan,,,http://en.kremlin.ru/events/president/trips/45636
586,Russia,Putin,,Greece,,15.3.2007,,"Russian President Vladimir Putin, Greek Prime Minister Konstantinos Karamanlis and Bulgarian Prime Minister Sergei Stanishev discussed the realisation of the Burgas — Alexandroupolis project",,,http://en.kremlin.ru/events/president/trips/45624
587,Russia,Putin,,Italy,,13.3.2007,,During his working visit to Italy Vladimir Putin met with President of the Republic of Italy Giorgio Napolitano and Italian Prime Minister Romano Prodi,,,http://en.kremlin.ru/events/president/trips/45623
588,Russia,Putin,,Jordan,,13.2.2007,,Vladimir Putin arrived in the Hashemite Kingdom of Jordan on an official visit,,,http://en.kremlin.ru/events/president/trips/45611
589,Russia,Putin,,Qatar,,12.2.2007,,President Vladimir Putin paid a working visit to Qatar,,,http://en.kremlin.ru/events/president/trips/45612
590,Russia,Putin,,Saudi Arabia,,11.2.2007,,President Vladimir Putin and King of Saudi Arabia Abdullah bin Abdul Aziz Al Saud held talks in Riyadh,,,http://en.kremlin.ru/events/president/trips/45610
591,Russia,Putin,,Germany,,10.2.2007,,Vladimir Putin arrived in Germany on a working visit,,,http://en.kremlin.ru/events/president/trips/45613
592,Russia,Putin,,India,,25.1.2007,,Vladimir Putin held talks with Indian Prime Minister Manmohan Singh,,,http://en.kremlin.ru/events/president/trips/45609
593,Russia,Putin,,Ukraine,,22.12.2006,,President Vladimir Putin paid a visit to Ukraine,,,http://en.kremlin.ru/events/president/trips/45607
594,Russia,Putin,,Belarus,,28.11.2006,,Journalists from the Kremlin's press pool left the summit of the CIS heads of state in protest against the actions of the Belarusian party,,,http://en.kremlin.ru/events/president/trips/45605
595,Russia,Putin,,Finland,,24.11.2006,,President Vladimir Putin and the European Union leadership met with the members of the Russia-EU Business Cooperation Council,,,http://en.kremlin.ru/events/president/trips/48841
596,Russia,Putin,,Finland,,23.11.2006,,"In the Finnish capital, Helsinki, the Russia-Finland summit talks were held",,,http://en.kremlin.ru/events/president/trips/45604
597,Russia,Putin,,Vietnam,,19.11.2006,,Vladimir Putin and President of Vietnam Nguyen Minh Triet attended the opening ceremony of the Russian-Vietnamese Bank,,,http://en.kremlin.ru/events/president/trips/45603
598,Russia,Putin,,Vietnam,,18.11.2006,,Vladimir Putin participated in the meeting between leaders of the economic participants in the Asian Pacific Economic Cooperation (APEC) forum,,,http://en.kremlin.ru/events/president/trips/48840
599,Russia,Putin,,Finland,,20.10.2006,,An informal Russia-EU summit took place in the Finnish city Lahti,,,http://en.kremlin.ru/events/president/trips/45601
600,Russia,Putin,,Germany,,10.10.2006,,Vladimir Putin arrived in Germany for a working visit,,,http://en.kremlin.ru/events/president/trips/45599
601,Russia,Putin,,France,,22.9.2006,,President Vladimir Putin and French President Jacques Chirac attended the official unveiling of a monument to the legendary Normandy-Neman Aviation Regiment,,,http://en.kremlin.ru/events/president/trips/45596
602,Russia,Putin,,Morocco,,7.9.2006,,Vladimir Putin was accorded an official welcome in Casablanca,,,http://en.kremlin.ru/events/president/trips/45594
603,Russia,Putin,,South Africa,,5.9.2006,,Vladimir Putin has held talks with President of South Africa Thabo Mbeki,,,http://en.kremlin.ru/events/president/trips/45593
604,Russia,Putin,,Greece,,4.9.2006,,President Vladimir Putin met with Greek Prime Minister Kostas Karamanlis,,,http://en.kremlin.ru/events/president/trips/45592
605,Russia,Putin,,Belarus,,23.6.2006,,The Intergovernmental Council of the Eurasian Economic Community held a session,,,http://en.kremlin.ru/events/president/trips/45590
606,Russia,Putin,,Belarus,,23.6.2006,,A session of the Collective Security Treaty Organisation Council for Collective Security took place,,,http://en.kremlin.ru/events/president/trips/48838
607,Russia,Putin,,Kazakhstan,,16.6.2006,,"Vladimir Putin met with the President of Azerbaijan, Ilham Aliyev",,,http://en.kremlin.ru/events/president/trips/45588
608,Russia,Putin,,China,,14.6.2006,,The heads of state of the Shanghai Cooperation Organisation's member countries met with representatives of the organisation's Business Council,,,http://en.kremlin.ru/events/president/trips/48836
609,Russia,Putin,,Chad,,21.3.2006,,Vladimir Putin's two-day official visit to China has begun,,,http://en.kremlin.ru/events/president/trips/45585
610,Russia,Putin,,Algeria,,10.3.2006,,President Vladimir Putin made an official visit to the People's Democratic Republic of Algeria,,,http://en.kremlin.ru/events/president/trips/45584
