,Unnamed: 0,pop_est,continent,name,iso_a3,gdp_md_est,Order,Country of president,President,Location continent,Location country,Location city,Date start,Date end,Subject,Participants,Source,Link,year
877,148,31381992,Asia,Malaysia,MYS,863000,829,China,Xi Jinping,,Malaysia,Kuala Lumpur,10.3.2013,10.4.2013,"Chinese president arrives in Kuala Lumpur for state visit #China #Malaysia, Chinese president addresses #China-#Malaysia Economic Summit, Xi addresses welcoming luncheon hosted by overseas #Chinese in Kuala Lumpur #China, Welcoming ceremony held for visiting Chinese president in #Malaysia #China, #China ready to work with #Malaysia for more fruitful ties: Xi, Xi Jinping metets with Malaysian Prime Minister Najib Razak","Xi Jinping, Najib Razak, Xi Jinping, Abdul Halim, Xi Jinping, Abdul Halim, Xi Jinping, Najib Razak",http://news.xinhuanet.com/english/china/2013-10/04/c_132772103.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=18148,2013
878,148,31381992,Asia,Malaysia,MYS,863000,872,China,Hu Jintao,,Malaysia,Kuala Lumpur,11.10.2009,11.11.2009,"Hu Jintao met with Malaysian Supreme Head of State Mizan Abidin., Hu Jintao and Malaysian Prime Minister Najib Tun Razak met to discuss further development of the strategic and cooperative ties between China and Malaysia. 
","Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Zhang Ping, Abidin Mizan, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Zhang Ping, Tun Razak Najib",http://news.xinhuanet.com/english/2009-11/11/content_12430106.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7890,2009
879,149,443593,Asia,Brunei,BRN,33730,850,China,Hu Jintao,,Brunei,Bandar Seri Begawan,21.11.2011,21.11.2011,"Chinese, Bruneian leaders pledge to enhance ties","Hu Jintao, Hassanal Bolkiah",http://news.xinhuanet.com/english2010/china/2011-11/21/c_131260861.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=12684,2011
880,149,443593,Asia,Brunei,BRN,33730,937,China,Hu Jintao,,Brunei,Bandar Seri Begawan,20.4.2005,20.4.2005,Hu Jintao held talks with  Bruneian Sultan Haji Hassanal Bolkiah.,"Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Haji Hassanal Bolkiah, Haji Hassanal Bolkiah",,http://www.chinavitae.com//vip/index.php?mode=show&id=3482,2005
881,150,1972126,Europe,Slovenia,SVN,68350,7,USA,W. BUSH,,Slovenia,Kranj,16.6.2001,16.6.2001,Met with Prime Minister Drnovsek and Russian President Putin.,,,,2001
883,150,1972126,Europe,Slovenia,SVN,68350,367,Russia,Putin,,Slovenia,,30.7.2016,,100th anniversary of Russian chapel at VrÅ¡iÄ Pass,,,http://en.kremlin.ru/events/president/trips/52628,2016
884,150,1972126,Europe,Slovenia,SVN,68350,717,Russia,Putin,,Slovenia,,16.6.2001,,President Vladimir Putin arrived in the capital of the Republic of Slovenia,,,http://en.kremlin.ru/events/president/trips/45474,2001
885,151,5491218,Europe,Finland,FIN,224137,281,USA,TRUMP,,Finland,Helsinki,16.7.2018,16.7.2018,Bilateral meeting with Russian President Vladimir Putin.,,,,2018
886,151,5491218,Europe,Finland,FIN,224137,307,Russia,Putin,,Finland,,21.8.2019,,Vladimir Putin arrived in Finland,,,http://en.kremlin.ru/events/president/trips/61498,2019
887,151,5491218,Europe,Finland,FIN,224137,332,Russia,Putin,,Finland,,16.7.2018,,Russia-US summit,,,http://en.kremlin.ru/events/president/trips/58021,2018
888,151,5491218,Europe,Finland,FIN,224137,347,Russia,Putin,,Finland,,27.7.2017,,Vladimir Putin arrived in Finland,,,http://en.kremlin.ru/events/president/trips/55184,2017
889,151,5491218,Europe,Finland,FIN,224137,368,Russia,Putin,,Finland,,7.1.2016,,Press statements and answers to journalistsâ questions following Russian-Finnish talks,,,http://en.kremlin.ru/events/president/trips/52313,2016
890,151,5491218,Europe,Finland,FIN,224137,422,Russia,Putin,,Finland,,25.6.2013,,Meeting with President of Finland Sauli NiinistÃ¶,,,http://en.kremlin.ru/events/president/trips/18409,2013
891,151,5491218,Europe,Finland,FIN,224137,487,Russia,Dmitry Medvedev,,Finland,,20.7.2010,,Meeting with President of Finland Tarja Halonen,,,http://en.kremlin.ru/events/president/trips/8397,2010
892,151,5491218,Europe,Finland,FIN,224137,532,Russia,Dmitry Medvedev,,Finland,,20.4.2009,,Russian-Finnish talks have taken place in Helsinki,,,http://en.kremlin.ru/events/president/trips/4576,2009
894,151,5491218,Europe,Finland,FIN,224137,596,Russia,Putin,,Finland,,23.11.2006,,"In the Finnish capital, Helsinki, the Russia-Finland summit talks were held",,,http://en.kremlin.ru/events/president/trips/45604,2006
896,151,5491218,Europe,Finland,FIN,224137,626,Russia,Putin,,Finland,,8.1.2005,,Vladimir Putin held a meeting with President of Finland Tarja Halonen,,,http://en.kremlin.ru/events/president/trips/45561,2005
897,151,5491218,Europe,Finland,FIN,224137,712,Russia,Putin,,Finland,,9.1.2001,,President Vladimir Putin's interviews with the Finnish newspaper Helsingin Sanomat and Finnish TV channel Yleisradio were published. Mr Putin gave them ahead of his official visit to Finland scheduled for September 2â3,,,http://en.kremlin.ru/events/president/trips/45667,2001
898,151,5491218,Europe,Finland,FIN,224137,777,China,Xi Jinping,,Finland,Helsinki,4.5.2017,4.5.2017,"China, Finland agree to advance ties, deepen cooperation","Xi Jinping, Sauli Niinisto, Jenni Haukio, Peng Liyuan",http://news.xinhuanet.com/english/2017-04/05/c_136185009.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=26363,2017
899,152,5445829,Europe,Slovakia,SVK,168800,61,USA,W. BUSH,,Slovakia,Bratislava,23.2.2005,24.2.2005,Met with President Dzurinda and Russian President Putin.,,,,2005
900,152,5445829,Europe,Slovakia,SVK,168800,505,Russia,Dmitry Medvedev,,Slovakia,,4.6.2010,,Mission: Partnership,,,http://en.kremlin.ru/events/president/trips/7383,2010
901,152,5445829,Europe,Slovakia,SVK,168800,635,Russia,Putin,,Slovakia,,24.2.2005,,The official visit of President Putin to the Slovak Republic has begun,,,http://en.kremlin.ru/events/president/trips/45548,2005
902,152,5445829,Europe,Slovakia,SVK,168800,636,Russia,Putin,,Slovakia,,24.2.2005,,President Vladimir Putin and his wife have arrived in the Slovakian capital Bratislava,,,http://en.kremlin.ru/events/president/trips/48824,2005
903,152,5445829,Europe,Slovakia,SVK,168800,876,China,Hu Jintao,,Slovakia,Bratislava,19.6.2009,19.6.2009,Hu Jintao met with Slovakian President Ivan Gasparovic.,"Hu Jintao, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Ivan Gasparovic",http://english.peopledaily.com.cn/90001/90776/90883/6681643.html,http://www.chinavitae.com//vip/index.php?mode=show&id=7535,2009
905,153,10674723,Europe,Czechia,CZE,350900,99,USA,W. BUSH,,Czechia,Prague,6.4.2007,6.5.2007,"Met with President Klaus and Prime Minister Topolanek. Addressed Conference 
on Democracy and Security.",,,,2007
907,153,10674723,Europe,Czechia,CZE,350900,167,USA,OBAMA,,Czechia,Prague,4.8.2010,4.9.2010,"Signed Strategic Arms Reduction Treaty with Russia. Also met with the 
Presidents of the Czech Republic, Estonia, Latvia, and Romania; and with 
the Prime Ministers of Bulgaria, Croatia, the Czech Republic, Hungary, 
Lithuania, Poland, Slovakia, and Slovenia.",,,,2010
908,153,10674723,Europe,Czechia,CZE,350900,450,Russia,Dmitry Medvedev,,Czechia,,12.8.2011,,Official visit to the Czechia,,,http://en.kremlin.ru/events/president/trips/13923,2011
909,153,10674723,Europe,Czechia,CZE,350900,504,Russia,Dmitry Medvedev,,Czechia,,4.7.2010,,Dmitry Medvedev met with President of Czechia Vaclav Klaus,,,http://en.kremlin.ru/events/president/trips/7402,2010
910,153,10674723,Europe,Czechia,CZE,350900,611,Russia,Putin,,Czechia,,3.1.2006,,Vladimir Putin and Czech President Vaclav Klaus held talks,,,http://en.kremlin.ru/events/president/trips/45583,2006
911,153,10674723,Europe,Czechia,CZE,350900,790,China,Xi Jinping,,Czechia,Prague,28.3.2016,30.3.2016,"Chinese president arrives in Czechia for state visit, Xi meets with Czech counterpart, Xi attends welcoming ceremony held by Czech president, Xi meets leader of Czech Chamber of Deputies on ties, China, Czechia to strengthen legislative cooperation, communication, China, Czechia pledge for deepened cooperation by forging strategic partnership, President Xi receives key to Prague city, President Xi meets Czech PM, heads of Parliament, President Xi, Czech counterpart attend China-Czech Economic Roundtable in Prague, President Xi, Czech counterpart visit Strahov Library in Prague","Xi Jinping, Milos Zeman, Xi Jinping, Milos Zeman, Xi Jinping, Jan Hamacek, Xi Jinping, Milan Stech, Xi Jinping, Milos Zeman, Xi Jinping, Adriana Krnacova, Xi Jinping, Li Zhanshu, Wang Yi, Yang Chuantang, Yang Jiechi, Milos Zeman, Xi Jinping, Milos Zeman",http://news.xinhuanet.com/english/photo/2016-03/30/c_135237840.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=24291,2016
913,155,126451398,Asia,Japan,JPN,4932000,12,USA,W. BUSH,,Japan,Tokyo,17.2.2002,19.2.2002,Met with Prime Minister Koizumi and Emperor Akihito. Addressed the Diet.,,,,2002
914,155,126451398,Asia,Japan,JPN,4932000,42,USA,W. BUSH,,Japan,Tokyo,17.10.2003,18.10.2003,Met with Prime Minister Koizumi.,,,,2003
915,155,126451398,Asia,Japan,JPN,4932000,73,USA,W. BUSH,,Japan,Kyoto,15.11.2005,16.11.2005,Met with Prime Minister Koizumi.,,,,2005
917,155,126451398,Asia,Japan,JPN,4932000,160,USA,OBAMA,,Japan,Tokyo,13.11.2009,14.11.2009,Met with Emperor Akihito and Prime Minister Hatoyama.,,,,2009
919,155,126451398,Asia,Japan,JPN,4932000,213,USA,OBAMA,,Japan,Tokyo,22.4.2014,25.4.2014,"Met with Prime Minister Shinzo Abe and Emperor Akihito. Toured the National 
Museum of Emerging Science and Innovation. Toured the Meiji Jingu Shrine.",,,,2014
920,155,126451398,Asia,Japan,JPN,4932000,248,USA,OBAMA,,Japan,Yokota Air Force Base,22.5.2016,22.5.2016,Stopped en route to Vietnam.,,,,2016
922,155,126451398,Asia,Japan,JPN,4932000,256,USA,OBAMA,,Japan,Yokota Air Force Base,9.9.2016,9.9.2016,Stopped while returning to the United States of America.,,,,2016
923,155,126451398,Asia,Japan,JPN,4932000,271,USA,TRUMP,,Japan,"Kawagoe, Tokyo",11.5.2017,11.7.2017,Met with Prime Minister Shinzo Abe and Emperor Akihito.,,,,2017
924,155,126451398,Asia,Japan,JPN,4932000,287,USA,TRUMP,,Japan,Tokyo,25.5.2019,28.5.2019,State Visit. Met with Emperor Naruhito and Prime Minister ShinzÅ Abe.,,,,2019
927,155,126451398,Asia,Japan,JPN,4932000,357,Russia,Putin,,Japan,,15.12.2016,,Meeting with Japanese Prime Minister Shinzo Abe,,,http://en.kremlin.ru/events/president/trips/53488,2016
930,155,126451398,Asia,Japan,JPN,4932000,617,Russia,Putin,,Japan,,20.11.2005,,President Vladimir Putin visited the Japanese-Russian Friendship and Art exhibition,,,http://en.kremlin.ru/events/president/trips/45572,2005
934,155,126451398,Asia,Japan,JPN,4932000,893,China,Hu Jintao,,Japan,,5.7.2008,5.9.2008,"Hu Jintao met with Japanese Emperor Akihito., Hu Jintao met with Japanese Prime Minister Yasuo Fukuda., Hu Jintao and Japanese Prime Minister Yasuo Fukuda signed a six-point Sino-Japanese joint statement., Hu Jintao met with Osaka Prefecture Governor Toru Hashimoto., Hu Jintao met with Kanagawa Prefecture Governor Shigefumi Matsuzawa and Hiroshi Nakada, mayor of Yokohama.","Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Zhang Ping, Zhou Xiaochuan,  Akihito, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Zhang Ping, Zhou Shengxian, Yasuo Fukuda, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Zhang Ping, Zhou Shengxian, Yasuo Fukuda, Hu Jintao, Dai Bingguo, Ling Jihua, Wang Huning, Toru Hashimoto, Hu Jintao, Dai Bingguo, Ling Jihua, Wang Huning, Shigefumi Matsuzawa, Hiroshi Nakada",http://news.xinhuanet.com/english/2008-05/10/content_8138701.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=6641,2008
937,158,28571770,Asia,Saudi Arabia,SAU,1731000,114,USA,W. BUSH,,Saudi Arabia,"Riyadh, Al-Janadriyah",14.1.2008,16.1.2008,Met with King Abdullah.,,,,2008
938,158,28571770,Asia,Saudi Arabia,SAU,1731000,126,USA,W. BUSH,,Saudi Arabia,"Riyadh, Al-Janadriyah",16.5.2008,17.5.2008,Met with King Abdullah.,,,,2008
939,158,28571770,Asia,Saudi Arabia,SAU,1731000,150,USA,OBAMA,,Saudi Arabia,Riyadh,6.3.2009,6.4.2009,Met with King Abdullah.,,,,2009
940,158,28571770,Asia,Saudi Arabia,SAU,1731000,211,USA,OBAMA,,Saudi Arabia,"Riyadh, Rawdat Khurain",28.3.2014,29.3.2014,Met with King Abdullah bin Abdel Aziz al-Saud.,,,,2014
941,158,28571770,Asia,Saudi Arabia,SAU,1731000,229,USA,OBAMA,,Saudi Arabia,Riyadh,27.1.2015,27.1.2015,Met with King Salman bin Abdel Aziz al-Saud and senior officials.,,,,2015
942,158,28571770,Asia,Saudi Arabia,SAU,1731000,245,USA,OBAMA,,Saudi Arabia,Riyadh,20.4.2016,21.4.2016,"Met with King Salman bin Abd-al Aziz Al Saud and attended the U.S.-Gulf 
Cooperation Council Summit.",,,,2016
943,158,28571770,Asia,Saudi Arabia,SAU,1731000,261,USA,TRUMP,,Saudi Arabia,Riyadh,20.5.2017,22.5.2017,"Met with King Salman bin Abdel Aziz Al-Saud. Signed military sales 
agreement. Met with leaders of the Gulf Cooperation Council.",,,,2017
944,158,28571770,Asia,Saudi Arabia,SAU,1731000,303,Russia,Putin,,Saudi Arabia,,14.10.2019,,State visit to Saudi Arabia,,,http://en.kremlin.ru/events/president/trips/61823,2019
945,158,28571770,Asia,Saudi Arabia,SAU,1731000,590,Russia,Putin,,Saudi Arabia,,2.11.2007,,President Vladimir Putin and King of Saudi Arabia Abdullah bin Abdul Aziz Al Saud held talks in Riyadh,,,http://en.kremlin.ru/events/president/trips/45610,2007
946,158,28571770,Asia,Saudi Arabia,SAU,1731000,793,China,Xi Jinping,,Saudi Arabia,Riyadh,19.1.2016,20.1.2016,"Lifting China-Saudi ties to comprehensive strategic partnership an irresistible trend, Chinese president meets with OIC secretary general, Lifting China-Saudi ties to comprehensive strategic partnership an irresistible trend, Chinese president meets Gulf Cooperation Council Secretary-General, China, Saudi Arabia elevate bilateral ties, eye more industrial capacity cooperation, China, GCC vow to reach comprehensive FTA within 2016, China, Saudi Arabia agree to set up high-level committee to steer cooperation, Xi wraps up historic visit to Saudi Arabia, steps up energy cooperation, Xi visits historic palace, inaugurates refinery in Saudi Arabia","Xi Jinping, Mohammed bin Salman, Xi Jinping, Iyad Ameen Madani, Xi Jinping, Mohammed bin Salman, Xi Jinping, Bin Rashid Al Zayani Abdul Latif, Xi Jinping, Yang Jiechi, Salman bin Abdulaziz Al Saud, Xi Jinping, Salman bin Abdulaziz Al Saud, Xi Jinping, Salman bin Abdulaziz Al Saud, Xi Jinping, Salman bin Abdulaziz Al Saud",http://news.xinhuanet.com/english/2016-01/21/c_135029206.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=23913,2016
947,158,28571770,Asia,Saudi Arabia,SAU,1731000,883,China,Hu Jintao,,Saudi Arabia,Riyadh,2.10.2009,2.11.2009,"Hu Jintao met with Saudi Arabian King Abdullah bin Abdul-Aziz., Hu Jintao met with Abdul Rahman Al-Attiyah, secretary general of the Gulf Cooperation Council (GCC).","Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Zhang Ping, bin Abdul-Aziz Abdullah, Hu Jintao, Dai Bingguo, Ling Jihua, Wang Huning, Abdul Rahman Al-Attiyah",http://news.xinhuanet.com/english/2009-02/11/content_10803765.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7249,2009
948,158,28571770,Asia,Saudi Arabia,SAU,1731000,919,China,Hu Jintao,,Saudi Arabia,Riyadh,22.4.2006,23.4.2006,"Hu Jintao held talks with Saudi King Abdullah bin Abdul-Aziz., Hu Jintao met with Abdul Rahman Al-Attiyah, Secretary General of the Gulf Cooperation Council (GCC)., Hu Jintao met with Saudi Crown Prince Sultan bin Abdul-Aziz Al-Saud., Hu Jintao met with Salih bin Abdullah bin Hameed, chairman of the Saudi Consultative Council.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, King Abdullah bin Abdul-Aziz, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Abdul Rahman Al-Attiyah, Hu Jintao, Tang Jiaxuan, Sultan bin Abdul-Aziz Al-Saud, Hu Jintao, Tang Jiaxuan, Salih bin Abdullah bin Hameed",http://news.xinhuanet.com/english/2006-04/23/content_4463955.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=4894,2006
951,161,1221549,Asia,Cyprus,CYP,29260,480,Russia,Dmitry Medvedev,,Cyprus,,10.7.2010,,Dmitry Medvedev addressed readers of Cypriot newspaper Phileleftheros,,,http://en.kremlin.ru/events/president/trips/9189,2010
952,162,33986655,Africa,Morocco,MAR,282800,602,Russia,Putin,,Morocco,,9.7.2006,,Vladimir Putin was accorded an official welcome in Casablanca,,,http://en.kremlin.ru/events/president/trips/45594,2006
953,162,33986655,Africa,Morocco,MAR,282800,918,China,Hu Jintao,,Morocco,Rabat,24.4.2006,25.4.2006,"Hu Jintao held talks with Moroccan King S. M. Le Roi Mohammed VI., Hu Jintao met with Moroccan Prime Minister Driss Jettou, Senate President Moustapha Okacha, and Chamber of Representatives President Abdeloughed Radi.
","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, S. M. Le Roi Mohammed VI, Hu Jintao, Li Zhaoxing, Abdeloughed Radi, Driss Jettou, Moustapha Okacha",http://en.chinabroadcast.cn/811/2006/04/25/198@81396.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=4907,2006
954,163,97041072,Africa,Egypt,EGY,1105000,34,USA,W. BUSH,,Egypt,Sharm el-Sheikh,6.2.2003,6.3.2003,"Attended âRed Sea Summitâ with the leaders of Bahrain, Egypt, Jordan, and 
Saudi Arabia, and with Palestinian Prime Minister Abbas.",,,,2003
955,163,97041072,Africa,Egypt,EGY,1105000,115,USA,W. BUSH,,Egypt,Sharm el-Sheikh,16.1.2008,16.1.2008,Met with President Mubarak.,,,,2008
956,163,97041072,Africa,Egypt,EGY,1105000,127,USA,W. BUSH,,Egypt,Sharm el-Sheikh,17.5.2008,18.5.2008,"Met with President Mubarak, King Abdullah II of Jordan, Palestinian 
Authority President Abbas and Prime Minister Fayyad, Afghan President 
Karzai and Pakistani Prime Minister Gilan. Addressed the World Economic 
Forum.",,,,2008
957,163,97041072,Africa,Egypt,EGY,1105000,151,USA,OBAMA,,Egypt,Cairo,6.4.2009,6.4.2009,Met with President Mubarak and delivered and address at Cairo University.,,,,2009
958,163,97041072,Africa,Egypt,EGY,1105000,338,Russia,Putin,,Egypt,,12.11.2017,,Vladimir Putin arrived on working visit in Egypt,,,http://en.kremlin.ru/events/president/trips/56360,2017
959,163,97041072,Africa,Egypt,EGY,1105000,389,Russia,Putin,,Egypt,,2.9.2015,,Vladimir Putin arrived in Egypt on an official visit,,,http://en.kremlin.ru/events/president/trips/47656,2015
